College_Name,Description,Logo
North-Eastern Hill University,"North-Eastern Hill University (NEHU) is a Central University established on 19 July 1973 by an Act of the Indian Parliament. The university is in the suburb of Shillong, the state capital of Meghalaya, India.",https://www.clipartmax.com/png/middle/362-3626272_north-eastern-hill-university-logo.png
Rajiv Gandhi University,"Rajiv Gandhi University (RGU) (formerly Arunachal University) is the oldest university in the Indian state of Arunachal Pradesh. It is located at Rono Hills in Doimukh town, about 28km from the state capital, Itanagar.",https://i.pinimg.com/736x/8d/f0/0f/8df00f430c3237237ba26c48661e12df.jpg
Rashtrasant Tukadoji Maharaj Nagpur University,"Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU), formerly Nagpur University, is a public state university located in Nagpur, Maharashtra. It is one of India's oldest universities, as well as the second-oldest in Maharashtra.",https://d2lk14jtvqry1q.cloudfront.net/media/large_Rashtrasant_Tukadoji_Maharaj_Nagpur_University_Nagpur_RTMNU_Nagpur_8fa2b7face_fdbf339413.png
Mumbai University,"University of Mumbai is a public state university in Mumbai. It is one of the largest university systems in the world with over 549,000 students on its campuses and affiliated colleges.",https://static.wikia.nocookie.net/logopedia/images/f/fc/Mumbai_University.jpeg/revision/latest?cb=20200403192515
Magadh University,"Magadh University is a public state university and institution of higher education in Bodhgaya, Bihar, India. It is recognised by the University Grants Commission (UGC).",https://static.wikia.nocookie.net/logopedia/images/8/81/Magadh_University_logo.jpg/revision/latest?cb=20200402062822
Mizoram University,"Mizoram University is a central university established on 2 July 2000, by the Mizoram University Act (2000) of the Parliament of India. The President of India is the official Visitor, and the Governor of Mizoram acts as the Chief Rector as per Mizoram University (Amendment) Bill, 2007.",https://static.wikia.nocookie.net/logopedia/images/f/fd/Mizoram_University.jpeg/revision/latest?cb=20200401175913
Maharishi University of Management and Technology Bilaspur,"Maharishi University of Management and Technology is a state private university established vide Chhattisgarh Private Universities (Establishment and Operations) (Amendment) Act 2018 and received the assent of Hon’ble Governor of C.G. on 13 April 2018 followed by publication of Chhattisgarh Gazette (Extraordinary) on 17 April 2018. Brahmachari (Dr.) Girish Chandra Varma is the Chancellor, Dr.",https://edurank.org/assets/img/uni-logos/maharishi-university-of-management-and-technology-logo.png
"ITM University, Raipur","Institute of Technology and Management, Raipur (ITM University) is a state private university located in Raipur, Chhattisgarh, established under Section 9 (2) of the Chhattisgarh Private Universities (Establishment and Operations Amendment) Act 2011 by the private organization ITM Society Raipur. == Infrastructure == The ITM campus is spread over 23 acres of land with two buildings which hosts Vice Chancellor (VC) chambers, 40 classrooms, 12 laboratories, two computer labs, a library, and an open sports grounds.",https://uploads.sarvgyan.com/2015/04/ITM-University-Raipur-150x150.jpg
Indus International University,"Indus International University (IIU) is a private not-for-profit university, located near the village Bathu in Haroli Tehsil, Una district, Himachal Pradesh, India. The university was established in 2010 by the Kartha Education Society through the Indus International University (Establishment & Regulation) Act, 2009.",https://collegekampus.com/wp-content/uploads/2021/12/index-11-1024x1019.png
Guru Gobind Singh Indraprastha University,"Guru Gobind Singh Indraprastha University, formerly Indraprastha University (IP or IPU), is a state university located in Dwarka, Delhi, India. The university is organised around fourteen university schools and three university centers that focus on programs in law, medicine, technology, education, entrepreneurship, science and business.",https://www.pikpng.com/pngl/b/539-5390936_guru-gobind-singh-indraprastha-university-guru-gobind-singh.png
"Indira Gandhi Technological And Medical Sciences University, Ziro","Indira Gandhi Technological and Medical Sciences University (IGTAMSU), is a state private university located in Ziro, Arunachal Pradesh providing higher education in nursing, yoga, paramedical, physiotherapy, management, law. The University was established in 2012, when the Legislative Assembly of Arunachal Pradesh passed Indira Gandhi Technological And Medical Sciences University Act 2012 (Arunachal Pradesh Act No.6 of 2012).",https://indiragandhiuniversity.in/img/logo-free.png
Government Medical College and Hospital,"Medical College, Kolkata, also known as Calcutta Medical College, is a Government medical college and hospital located in Kolkata, West Bengal, India. It is one of the oldest existing hospitals in Asia.",https://www.gmcongole.org/wp-content/uploads/2022/09/logofinal.png
Chaudhary Charan Singh University,"Chaudhary Charan Singh University (CCS University), formerly Meerut University, is a public state university located in Meerut, Uttar Pradesh, India. The university was established in 1965.",http://mylifafa.com/wp-content/uploads/2017/05/48.jpg
"Amity University, Ranchi","Amity University, Jharkhand, also known as Amity University, Ranchi, is a private university located in Ranchi, Jharkhand, India. The university was established in 2016 by the Amity Education Group through the Amity University Act, 2016.",https://www.campusoption.com/images/colleges/logos/21_10_16_113849_AMI_RAN_LOGO.png
"Amity University, Raipur","Amity University, Raipur or Amity University Chhattisgarh is a state private university located in Raipur, Chhattisgarh, India. It was established in 2014 by Ritnand Balved Education Foundation (RBEF) as its Chhattisgarh campus.",https://askusedu.com/wp-content/uploads/2022/12/Regular-logo-600x600-4.jpg
Calicut University,"The University of Calicut, also known as Calicut University, is a state-run public university headquartered at Tenhipalam in Malappuram district of the state of Kerala, India. Established in 1968, it is the first university to be set up in northern Kerala.",https://universitykart.b-cdn.net/Content/upload/admin/ijjurbqg.oz3.png
Atal Bihari Vajpayee Hindi Vishwavidyalaya,"Atal Bihari Vajpayee Hindi Vishwavidyalaya is a state university in Bhopal, Madhya Pradesh, India. It was established in December 2011.",https://www.excelbee.com/images/university/atal-bihari-vajpayee-hindi-vishwavidyalaya-logo.png
"University of Jammu, Jammu","The University of Jammu informally known as Jammu University (JU), accredited as A++ grade by National Assessment and Accreditation Council (NAAC), was established in 1969 by an act of the state legislature which effectively split the Jammu and Kashmir University into the separate University of Jammu and University of Kashmir. The university is currently located at the foothills of Trikuta on the banks of the Tawi River.",https://zerovigyan.com/wp-content/uploads/University-of-Jammu-Logo.webp
"St. Xavier's College, Mumbai","St. Xavier's College is a private, Catholic, autonomous higher education institution run by the Bombay Province of the Society of Jesus in Mumbai, Maharashtra, India.",https://universitykart.b-cdn.net/Content/upload/admin/c2zsud0j.ggx.jpg
Sri Guru Granth Sahib World University,"Sri Guru Granth Sahib World University is a private university in Fatehgarh Sahib, Punjab, India. It was established under Punjab State Act 20/2008 (Sri Guru Granth Sahib World University Act) and is recognized by UGC under section 2(f) of the UGC Act, 1956.",https://static.wikia.nocookie.net/logopedia/images/8/8e/SGGSWU.jpeg/revision/latest?cb=20200404073837
Xavier University,"Xavier University ( ZAY-vyure) is a private Jesuit university in Cincinnati, Ohio, United States. It is the sixth-oldest Catholic and fourth-oldest Jesuit university in the United States.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Xavier_logo-primary-1c-lt.svg/1280px-Xavier_logo-primary-1c-lt.svg.png
North Eastern Regional Institute of Science and Technology,"North Eastern Regional Institute of Science and Technology (or NERIST) is a science and technology oriented higher education institute in Nirjuli, Itanagar, Papum Pare district, in the Indian state of Arunachal Pradesh. Established in 1984, it is a deemed to be university, autonomous, fully funded and controlled by the Ministry of Human Resource Development, Department of Education, Government of India.",https://static.wikia.nocookie.net/logopedia/images/8/8c/NERIST_LOGO.png/revision/latest?cb=20200401061013
PES University,"People's Education Society University (PESU), is a private university in Bengaluru, India. Established in 1988, it is focused on the following educational areas: Engineering, Management, Law, Economics, Commerce, Architecture, Design, Psychology, Arts, Medicine and Life Sciences.",https://www.kindpng.com/picc/m/38-387922_pes-university-bangalore-logo-hd-png-download.png
Oriental University,"Oriental University is a private university in Indore, Madhya Pradesh, India. It was established in 2011.",https://static.wikia.nocookie.net/logopedia/images/0/05/Oriental_University.jpeg/revision/latest?cb=20200403145602
RK University,This is a list of universities in the United States classified as research universities in the Carnegie Classification of Institutions of Higher Education. Research institutions are a subset of doctoral degree-granting institutions and conduct research.,https://static.wikia.nocookie.net/logopedia/images/5/50/RK_University.png/revision/latest?cb=20200403072227
Osmania University College for Women,"Veeranari Chakali Ilamma Women's University, formerly Osmania University College for Women, is a state university in Hyderabad, India. It was formerly a constituent women's college of Osmania University.",https://universitykart.b-cdn.net/Content/upload/admin/ql5jjv11.fjd.jpg
Sam Higginbottom University of Agriculture Technology and,"Sam Higginbottom University of Agriculture, Technology and Sciences (SHUATS), formerly Allahabad Agricultural Institute, is a government-aided university in Prayagraj, Uttar Pradesh, India. It operates as an autonomous Christian minority institution under the 'Sam Higginbottom Educational and Charitable Society, Allahabad'.",https://static.wikia.nocookie.net/logopedia/images/9/90/SHIATS_LOGO.png/revision/latest?cb=20200822225248
Sanskriti University,"Sanskriti University is a private university located in Mathura, Uttar Pradesh, India. == Academics == Like all private universities in India, the university recognized by the University Grants Commission (UGC) and by the local government.",https://intellectual-property-helpdesk.ec.europa.eu/sites/default/files/styles/oe_theme_medium_no_crop/public/2022-04/Sanskriti_University_logo.png?itok=Xfwr3TW0
